,anime_id,genre
1072,444,"drama, romance, school, shoujo, shoujo ai"
1073,2175,"adventure, drama, fantasy"
1074,32491,"slice of life, psychological, romance"
1075,1888,"comedy, school, slice of life"
1076,15195,"comedy, historical, parody"
1077,978,"action, psychological, adventure, mecha, sci-fi, horror, shounen"
1078,10092,"action, military, fantasy, mecha, shounen"
1079,997,"adventure, comedy, drama, magic, romance, fantasy, shoujo"
1080,740,"demons, magic, romance, shoujo"
1081,6956,"comedy, romance, seinen, slice of life"
1082,22101,"adventure, romance, fantasy, shoujo"
1083,8795,"action, comedy, parody, supernatural, ecchi"
1084,9510,"slice of life, comedy, school"
1085,1211,"action, adventure, mecha, military, romance, sci-fi, space"
1086,233,"comedy, sci-fi, shoujo"
1087,10350,"action, historical, demons, drama, fantasy, josei"
1088,1699,"drama, fantasy, historical, romance"
1089,1293,"action, sci-fi, adventure, comedy, drama, romance"
1090,150,"action, military, mystery, horror, supernatural, drama, vampire"
1091,4177,"action, military, sci-fi"
1092,32979,"sci-fi, adventure, comedy, magic"
1093,123,"adventure, fantasy, magic, martial arts, comedy, romance, historical, drama, shoujo"
1094,1281,"mystery, horror, supernatural"
1095,450,"action, adventure, comedy, historical, demons, supernatural, drama, magic, romance, fantasy, shounen"
1096,87,"military, sci-fi, space, drama, mecha"
1097,37948,comedy
1098,22831,"sports, seinen"
1099,38154,game
1100,25875,comedy
1101,28085,dementia
1102,2301,"action, mecha, sci-fi, shounen"
1103,6731,"comedy, kids, super power"
1104,31750,"action, adventure, comedy, kids, fantasy"
1105,15865,"comedy, kids"
1106,37362,"action, game, military, sci-fi, psychological, fantasy"
1107,38267,music
1108,1938,"action, adventure, fantasy, historical, military, sci-fi"
1109,35251,"historical, romance, fantasy"
1110,3576,"adventure, kids, fantasy"
1111,766,"comedy, drama, mecha, sci-fi"
1112,39011,"comedy, parody, fantasy"
1113,8883,"comedy, mecha"
1114,38179,adventure
1115,1156,"action, drama, mystery, sci-fi"
1116,17983,"fantasy, kids"
1117,25029,"adventure, fantasy, kids"
1118,34952,music
1119,34840,"kids, drama"
1120,11005,"ecchi, fantasy, supernatural, school, vampire, seinen"
1121,29778,music
1122,15993,sports
1123,23975,"music, kids, fantasy"
1124,7491,"adventure, fantasy, magic, shounen"
1125,28367,"sci-fi, comedy, shounen"
1126,34295,"slice of life, comedy"
1127,6636,"action, military, sci-fi, police, mecha"
1128,32932,romance
1129,25077,"music, mystery"
1130,34623,"comedy, seinen, slice of life"
1131,9164,"sports, drama, shoujo"
1132,33326,"military, music, drama"
1133,12589,"adventure, kids"
1134,25749,"adventure, comedy, parody"
1135,24603,"fantasy, comedy, kids"
1136,1959,"action, police, drama, shounen"
1137,39581,"adventure, comedy"
1138,748,romance
1139,2314,"adventure, drama"
1140,17969,"adventure, fantasy"
1141,35128,"drama, kids"
1142,39067,"fantasy, game"
1143,2421,"comedy, fantasy"
1144,8964,"adventure, comedy, kids"
1145,10301,"ecchi, game, comedy"
1146,23151,"music, slice of life, shoujo"
1147,838,"drama, seinen, thriller"
1148,30468,"kids, fantasy"
1149,38673,"action, comedy, fantasy"
1150,8431,"comedy, shoujo, slice of life"
1151,1990,"fantasy, magic, comedy"
1152,1427,"action, adventure, mystery, comedy, seinen"
1153,13789,adventure
1154,33126,ecchi
1155,7170,"supernatural, demons, historical"
1156,38783,fantasy
1157,36778,music
1158,22449,"kids, fantasy"
1159,38149,"action, military, mecha"
1160,24679,"slice of life, drama"
1161,38544,"military, slice of life, drama, fantasy, mecha"
1162,23483,music
1163,767,"action, sci-fi, comedy, police, ecchi"
1164,39282,"action, sci-fi, adventure, sports, shounen"
1165,10040,comedy
1166,5289,"action, sci-fi, adventure"
1167,1468,"action, sci-fi, super power, martial arts, shounen"
1168,2414,"sci-fi, comedy, police"
1169,8226,"adventure, horror, supernatural, magic, fantasy"
1170,14231,"fantasy, romance"
1171,8312,music
1172,3362,magic
1173,1628,"action, demons, horror, shounen, supernatural"
1174,9015,"comedy, fantasy, kids, magic"
1175,556,"drama, romance, sci-fi"
1176,4461,drama
1177,11505,"mecha, military, sci-fi"
1178,17985,"fantasy, kids"
1179,30922,"supernatural, fantasy"
1180,6965,"adventure, comedy"
1181,1926,"slice of life, music"
1182,19957,"adventure, historical, drama"
1183,3214,"action, adventure, super power"
1184,12065,"action, adventure, ecchi, fantasy"
1185,12447,comedy
1186,6095,"comedy, romance, shoujo, slice of life"
1187,35587,"music, kids"
1188,22443,kids
1189,9770,"fantasy, kids"
1190,25429,"action, comedy, ecchi, romance, school, seinen, supernatural"
1191,4129,"music, comedy, shoujo"
1192,37960,"music, sports, shounen"
1193,669,"comedy, romance, school"
1194,37406,music
1195,37893,"dementia, horror, supernatural"
1196,5462,"comedy, sci-fi"
1197,31137,"action, magic, martial arts"
1198,27619,"comedy, ecchi, romance, shounen, slice of life"
1199,14519,comedy
1200,2468,"romance, drama"
1201,624,"action, comedy, ecchi, harem, shounen"
1202,21587,sci-fi
1203,2304,"mecha, parody, sci-fi"
1204,1175,"sci-fi, comedy, sports, shounen"
1205,6727,"comedy, sci-fi"
1206,10648,"action, mecha, sci-fi, shounen"
1207,38968,music
1208,8919,adventure
1209,37775,"music, sports"
1210,7216,"adventure, kids, fantasy"
1211,36240,"fantasy, shounen"
1212,9993,"action, drama, samurai"
1213,6195,slice of life
1214,9438,"action, adventure, sci-fi"
1215,37051,"slice of life, magic, fantasy"
1216,2824,"adventure, comedy"
1217,5783,"adventure, comedy"
1218,34292,"comedy, historical, supernatural"
1219,2483,"action, adventure, martial arts, samurai"
1220,3889,"comedy, romance, ecchi"
1221,37286,"comedy, fantasy"
1222,30263,"kids, fantasy"
1223,17887,"action, mecha, sci-fi, seinen"
1224,17951,"kids, fantasy"
1225,8764,"comedy, historical"
1226,3808,"cars, sports, shounen"
1227,6680,"supernatural, historical"
1228,14067,"action, comedy, parody, police"
1229,7290,"action, adventure, sci-fi"
1230,17295,"game, drama, mecha"
1231,1349,"action, sci-fi, mecha, shounen"
1232,9794,"comedy, historical, parody, samurai, seinen"
1233,19133,"comedy, slice of life"
1234,5263,"music, kids"
1235,36242,"fantasy, shounen"
1236,1979,"dementia, fantasy"
1237,8011,"action, comedy, mecha, sci-fi"
1238,4948,"adventure, fantasy"
1239,10718,"military, drama, sci-fi"
1240,1167,"action, historical, seinen"
1241,9542,"comedy, ecchi, romance"
1242,4471,adventure
1243,23099,"comedy, mecha, sci-fi"
1244,32735,drama
1245,1769,"action, parody, comedy, sci-fi"
1246,545,"comedy, sci-fi"
1247,14247,"drama, romance"
1248,18729,"romance, school, shounen ai"
1249,1150,"action, adventure, fantasy, magic, supernatural"
1250,9292,kids
1251,36156,fantasy
1252,11213,sci-fi
1253,18953,"magic, slice of life"
1254,15577,"fantasy, kids"
1255,30264,"kids, fantasy"
1256,2892,"comedy, fantasy"
1257,319,"ecchi, fantasy, comedy, romance"
1258,37806,"action, adventure, super power, fantasy, shounen"
1259,31064,"action, sci-fi"
1260,881,"comedy, ecchi, romance, school"
1261,10524,"action, adventure, comedy, shounen"
1262,36525,"drama, psychological"
1263,6062,"action, adventure, comedy, shounen"
1264,2636,fantasy
1265,1228,"action, comedy, ecchi, fantasy, supernatural"
1266,19959,"comedy, kids, fantasy"
1267,3844,"action, sports, school"
1268,3080,"action, parody"
1269,9595,sci-fi
1270,18635,"slice of life, comedy, school, shoujo"
1271,6448,"action, sci-fi, space, super power"
1272,2051,"action, drama, sci-fi, shoujo, super power"
1273,28925,"kids, comedy, supernatural"
1274,12037,comedy
1275,4085,"dementia, horror, psychological"
1276,3818,"sci-fi, music, space"
1277,5475,"action, adventure, comedy, mecha, sci-fi"
1278,7510,"drama, supernatural"
1279,37662,"slice of life, comedy"
1280,1099,"adventure, drama, fantasy, shounen"
1281,2712,"comedy, romance"
1282,756,"romance, school, drama"
1283,22591,"adventure, comedy, fantasy, shoujo, shounen ai"
1284,15505,fantasy
1285,21649,slice of life
1286,1838,"drama, romance, school, shoujo"
1287,3846,"action, sci-fi"
1288,1955,"comedy, fantasy, sci-fi"
1289,3183,"action, sci-fi, adventure, space, drama, shounen"
1290,29517,"kids, sci-fi"
1291,4689,"music, kids"
1292,12965,"fantasy, magic, shoujo"
1293,3406,"comedy, mecha, sci-fi"
1294,13431,"comedy, parody, super power"
1295,22439,"comedy, kids, mystery"
1296,37154,"action, adventure, fantasy, magic"
1297,30278,"action, supernatural"
1298,7427,"action, comedy, ecchi, shounen, super power"
1299,904,"action, adventure, comedy, fantasy, martial arts, shounen, super power"
1300,36890,"comedy, parody"
1301,3506,"dementia, music, sci-fi"
1302,35859,"comedy, parody"
1303,19557,kids
1304,8181,sci-fi
1305,33363,"comedy, drama"
1306,24647,"slice of life, drama"
1307,2024,"comedy, historical"
1308,7626,"adventure, fantasy, shounen"
1309,5272,adventure
1310,13983,"space, comedy, seinen"
1311,3787,"comedy, sci-fi, super power"
1312,4685,"fantasy, school"
1313,13965,"comedy, historical, seinen"
1314,31238,"sci-fi, adventure, comedy, kids"
1315,29613,"kids, adventure, comedy, super power"
1316,35773,comedy
1317,21493,"comedy, martial arts, slice of life"
1318,32879,"adventure, romance, fantasy, josei"
1319,34600,slice of life
1320,7415,music
1321,1139,"kids, adventure, fantasy"
1322,25113,music
1323,30168,music
1324,33795,"comedy, magic"
1325,32316,"comedy, parody, magic"
1326,25543,"action, mecha"
1327,7532,fantasy
1328,38986,music
1329,6994,comedy
1330,36861,"action, police, magic, fantasy"
1331,22491,"kids, fantasy"
1332,22099,"game, kids"
1333,19431,"ecchi, comedy, shoujo ai"
1334,8533,"demons, drama, historical, romance"
1335,30453,"comedy, sci-fi, shounen"
1336,9591,parody
1337,18755,"comedy, sci-fi, seinen"
1338,4534,"action, sci-fi, super power"
1339,16514,"comedy, drama, school, shounen, sports"
1340,29835,"kids, comedy, romance"
1341,30763,"drama, kids"
1342,16738,"slice of life, comedy, fantasy"
1343,3599,"action, demons, horror"
1344,2245,"romance, drama, sci-fi"
1345,33958,comedy
1346,38393,"action, military"
1347,37842,"comedy, parody"
1348,22493,"kids, fantasy"
1349,28247,"comedy, music"
1350,30386,"drama, kids, slice of life"
1351,37776,"music, romance, slice of life"
1352,14213,historical
1353,6701,"kids, adventure, fantasy, magic"
1354,30155,"action, adventure, comedy, fantasy"
1355,7363,"action, martial arts"
1356,18241,"comedy, parody, super power"
1357,12569,"magic, school, shoujo"
1358,1552,"comedy, romance, drama"
1359,3434,"adventure, cars, kids"
1360,515,"action, adventure, fantasy, magic, supernatural"
1361,13993,"action, drama, fantasy, shoujo, supernatural"
1362,9880,"fantasy, shounen"
1363,3294,"space, mecha, military, mystery, sci-fi"
1364,10766,"adventure, comedy, mystery, police, shounen"
1365,38226,"comedy, romance, seinen"
1366,7956,"comedy, sci-fi"
1367,17002,"action, sci-fi, mecha"
1368,4419,"slice of life, fantasy, comedy"
1369,4509,"action, adventure, sci-fi"
1370,3120,"drama, romance, slice of life"
1371,26017,"super power, comedy, kids"
1372,6630,"adventure, shoujo, slice of life"
1373,5673,"adventure, historical, drama"
1374,32171,"adventure, magic, fantasy, school"
1375,17088,"adventure, kids"
1376,4444,"adventure, comedy, game, sports"
1377,16233,"drama, music"
1378,4044,"horror, demons"
1379,29123,music
1380,1267,"adventure, fantasy, samurai, shounen"
1381,6616,"action, romance, samurai, sci-fi"
1382,18003,"comedy, historical, seinen"
1383,12121,music
1384,2291,"action, sci-fi, ecchi, mecha"
1385,34614,"comedy, sports, shounen"
1386,37790,slice of life
1387,17379,"action, martial arts, historical, shounen"
1388,3642,"harem, music, ecchi, fantasy, seinen"
1389,989,"historical, military"
1390,25915,"slice of life, kids"
1391,9077,"sports, comedy, school, drama, shounen"
1392,38150,fantasy
1393,10581,"action, military, sci-fi, space, drama, mecha"
1394,31673,comedy
1395,31674,comedy
1396,2173,"adventure, fantasy"
1397,22605,"kids, fantasy, sports"
1398,33226,"comedy, parody, mecha"
1399,22573,"kids, fantasy"
1400,38083,"action, adventure, demons, magic, martial arts, fantasy"
1401,6932,comedy
1402,22847,drama
1403,9951,supernatural
1404,9172,"adventure, fantasy"
1405,932,"comedy, sci-fi, slice of life"
1406,22489,"fantasy, kids"
1407,36714,"comedy, parody"
1408,1234,"comedy, ecchi, romance, sci-fi"
1409,29975,"action, sci-fi"
1410,3215,historical
1411,35303,"historical, kids, supernatural"
1412,16508,"comedy, ecchi, parody, school, shounen"
1413,8451,drama
1414,2019,"action, adventure, drama, sci-fi"
1415,39264,"adventure, drama, romance, supernatural"
1416,2723,"action, sci-fi, comedy, magic, mecha"
1417,31827,"adventure, comedy, fantasy"
1418,6496,"adventure, comedy, magic, romance"
1419,37777,"drama, music"
1420,8403,drama
1421,20189,"kids, adventure, fantasy"
1422,39221,"action, demons, supernatural"
1423,23037,"action, music, comedy, historical, shoujo"
1424,16363,"action, adventure, ecchi, fantasy"
1425,13143,"action, game, shounen"
1426,10113,"action, school, shounen"
1427,3762,"action, sci-fi, demons"
1428,23915,"fantasy, kids"
1429,39183,kids
1430,9446,"comedy, kids"
1431,35603,sci-fi
1432,38957,comedy
1433,32397,slice of life
1434,40286,"music, romance"
1435,10736,"fantasy, magic, shoujo"
1436,7549,"action, comedy, fantasy, magic, school"
1437,8842,"comedy, seinen, slice of life"
1438,10688,drama
1439,35265,"action, game, fantasy"
1440,10802,"action, comedy"
1441,6327,"fantasy, shoujo"
1442,21479,"adventure, sports"
1443,19769,"action, fantasy, magic"
1444,1885,"fantasy, game, comedy"
1445,2049,"action, adventure, comedy, fantasy, romance"
1446,37541,"sci-fi, music"
1447,1874,"ecchi, comedy, harem, romance"
1448,34366,music
1449,39066,"adventure, mystery, shounen"
1450,9748,sports
1451,2473,"action, adventure, comedy, magic, mecha, sci-fi"
1452,38067,sports
1453,2322,"comedy, ecchi, mecha, parody, sci-fi, shounen, super power"
1454,4298,"shounen, sports"
1455,36515,"action, super power, magic"
1456,36646,"game, comedy"
1457,8182,"adventure, horror"
1458,38768,"comedy, fantasy, shounen"
1459,35009,"action, adventure, demons, drama, fantasy, horror, military, romance, seinen, supernatural"
1460,2023,"action, comedy, supernatural, school, shounen"
1461,9846,mystery
1462,16696,"sci-fi, space"
1463,6989,"action, adventure, sci-fi"
1464,35541,"game, adventure, cars, kids, mecha"
1465,12867,drama
1466,3115,"action, adventure, romance, sci-fi"
1467,34813,"comedy, kids"
1468,40480,"sci-fi, music, samurai"
1469,10199,"action, kids, adventure, fantasy, magic, super power, shoujo"
1470,21507,"action, comedy, ecchi, shounen, supernatural"
1471,2781,"mystery, psychological, supernatural"
1472,14249,adventure
1473,10796,"comedy, ecchi"
1474,37352,music
1475,36761,"comedy, parody"
1476,34165,music
1477,36339,comedy
1478,8777,"adventure, historical, music, drama"
1479,13195,"fantasy, music"
1480,35683,
1481,1984,mystery
1482,9243,"sports, romance, school, shounen"
1483,29765,
1484,12677,"action, sci-fi, adventure"
1485,3768,"action, sports, shounen"
1486,9007,"comedy, fantasy, kids"
1487,36828,"action, sci-fi"
1488,22055,"horror, mystery, supernatural"
1489,5287,"action, kids, adventure, sports, comedy"
1490,1284,"comedy, fantasy"
1491,35416,school
1492,8443,"comedy, magic, shoujo"
1493,9098,"action, comedy, fantasy, mecha, parody"
1494,8496,comedy
1495,33201,comedy
1496,34757,slice of life
1497,30532,"action, mecha, sci-fi"
1498,40242,"adventure, fantasy"
1499,37962,music
1500,40046,"sci-fi, mystery"
1501,39725,"comedy, music, school, slice of life"
1502,40803,music
1503,39736,"action, mystery, supernatural"
1504,40230,mystery
1505,39730,"slice of life, comedy, school, seinen"
1506,40815,"slice of life, fantasy"
1507,34683,"adventure, sci-fi"
1508,38536,"action, mystery, super power, psychological, supernatural, drama, martial arts"
1509,39722,comedy
1510,37704,"action, military, school"
1511,40938,"drama, romance"
1512,39894,"music, drama, school"
1513,38717,"action, military, sci-fi, space, drama, mecha"
1514,38716,"action, military, sci-fi, space, drama, mecha"
1515,37765,"action, military, sci-fi, space, drama, mecha"
1516,31445,"comedy, parody, school, seinen"
1517,20715,"drama, fantasy"
1518,40644,"fantasy, music, slice of life, supernatural"
1519,30448,sci-fi
1520,40121,music
1521,40037,
1522,40327,"adventure, fantasy, kids"
1523,33852,"sci-fi, comedy, super power, supernatural, romance"
1524,33737,"mecha, school"
1525,40729,"action, sci-fi, slice of life, sports, drama"
1526,39473,"action, game, kids"
1527,40567,"action, sci-fi, adventure, comedy, mecha, shounen"
1528,40636,"action, adventure, comedy, fantasy"
1529,37905,"sci-fi, adventure, drama"
1530,40097,"action, comedy, harem, sci-fi, shounen, space"
1531,37616,"drama, romance, shounen ai"
1532,40594,"adventure, fantasy"
1533,40357,"action, adventure, drama, fantasy"
1534,40356,"action, adventure, drama, fantasy"
1535,39966,"sports, school"
1536,40685,"slice of life, school"
1537,38005,"action, ecchi, magic, military, sci-fi"
1538,40486,"action, supernatural, ecchi, vampire, fantasy"
1539,40485,"action, supernatural, ecchi, vampire, fantasy"
1540,34276,"space, mecha"
1541,40853,"sci-fi, comedy, kids, seinen"
1542,12375,hentai
1543,11827,"action, hentai, fantasy"
1544,7411,"harem, hentai"
1545,15843,hentai
1546,22069,hentai
1547,11879,hentai
1548,2238,"drama, historical, romance, samurai, yaoi"
1549,10779,hentai
1550,25345,"fantasy, hentai, magic"
1551,39392,hentai
1552,40174,"music, comedy, supernatural"
1553,35855,"action, sci-fi, adventure"
1554,35854,"action, sci-fi, adventure"
1555,35853,"action, sci-fi, adventure"
1556,40911,"mystery, historical, psychological, shounen"
1557,38475,"comedy, slice of life"
1558,35500,"comedy, sports"
1559,40145,"action, game, fantasy, shounen"
1560,39110,"slice of life, kids"
1561,39710,"slice of life, drama, romance, seinen"
1562,40646,"drama, shounen ai"
1563,39960,"slice of life, comedy, school, shounen"
1564,39617,"sci-fi, mystery, psychological, thriller, shounen"
1565,39547,"slice of life, comedy, drama, romance, school"
1566,37936,"action, fantasy, historical, martial arts"
1567,33295,"action, shounen ai, supernatural"
1568,40907,"action, sci-fi, supernatural, school, shounen"
1569,40267,"slice of life, sports"
1570,39990,"comedy, supernatural, vampire, school"
1571,37987,"drama, fantasy, slice of life"
1572,39518,vampire
1573,40333,"dementia, drama, horror, psychological, romance, seinen, supernatural"
1574,32012,"fantasy, music"
1575,40590,"action, drama, fantasy"
1576,40620,"slice of life, comedy"
1577,40615,"slice of life, romance, shounen ai"
1578,38835,"slice of life, comedy, sports"
1579,39935,"action, sci-fi, super power, seinen"
1580,40389,"action, military, sci-fi, space, drama"
1581,39942,slice of life
1582,40102,"action, comedy, fantasy"
1583,38669,music
1584,37008,music
1585,39470,"action, comedy, supernatural, ecchi, school, seinen"
1586,39469,"action, comedy, ecchi, school, seinen, supernatural"
1587,23275,music
1588,38273,"action, sci-fi, space, comedy, drama, mecha"
1589,38481,"action, sci-fi, super power"
1590,40870,"action, sci-fi, mecha"
1591,39489,"action, military, sci-fi, adventure, shounen"
1592,36458,"action, fantasy, military"
1593,40597,"action, fantasy"
1594,40586,"comedy, fantasy"
1595,40786,sports
1596,35759,"action, sci-fi, space, mecha, seinen"
1597,40763,"comedy, music"
1598,40665,"music, school"
1599,40664,"music, school"
1600,40902,"ecchi, school, shounen"
1601,39763,"action, adventure"
1602,38843,"action, adventure, magic, fantasy"
1603,37804,"comedy, drama"
1604,40028,"action, military, mystery, super power, drama, fantasy, shounen"
1605,40403,"sci-fi, adventure, mecha, shounen"
1606,38440,"action, sci-fi, drama"
1607,38015,"action, adventure, fantasy"
1608,40814,"comedy, school, shounen, slice of life"
1609,38192,"mecha, sci-fi"
1610,37169,"action, fantasy"
1611,38882,"action, comedy, sports, shounen"
1612,40129,game
1613,40035,
1614,39587,"psychological, drama, thriller, fantasy"
1615,37807,"action, mystery, historical"
1616,39292,"action, adventure, fantasy"
1617,40436,"harem, comedy, ecchi, fantasy"
1618,37522,"mystery, psychological, supernatural, seinen"
1619,40746,"romance, ecchi"
1620,37890,"comedy, music, seinen"
1621,40321,"adventure, historical, fantasy"
1622,39474,"demons, kids"
1623,39753,"drama, romance, school, shoujo"
1624,38745,"comedy, ecchi"
1625,39808,"comedy, seinen, slice of life"
1626,40529,"action, sci-fi, seinen"
1627,34264,"comedy, school"
1628,38082,"historical, romance"
1629,40460,"game, comedy, drama"
1630,39893,"action, comedy, kids, magic, mecha, sci-fi, shounen, super power"
1631,39535,"drama, fantasy, magic"
1632,38982,"action, sci-fi, space, drama, mecha"
1633,40496,"fantasy, magic, school"
1634,40504,"comedy, sports, drama, shounen"
1635,37576,"action, adventure, drama, fantasy, magic, martial arts"
1636,40571,"adventure, fantasy"
1637,36006,school
1638,38585,"drama, fantasy, magic, school, slice of life"
1639,37599,"action, magic, fantasy"
1640,38373,"action, mecha, military, music, sci-fi, space"
1641,34832,"action, military, sci-fi, music, space, romance, mecha"
1642,40165,"sci-fi, music"
1643,37587,music
1644,39017,"mystery, comedy, demons, supernatural, romance, shounen"
1645,40332,horror
1646,35210,"demons, supernatural, fantasy"
1647,35136,"adventure, drama, mecha, sci-fi"
1648,38799,"action, military, sci-fi, police, mecha, seinen"
1649,40075,"music, slice of life, super power, romance, shoujo"
1650,39247,"slice of life, comedy, fantasy"
1651,36699,drama
1652,40456,"action, historical, demons, supernatural, shounen"
1653,40908,"action, mystery, demons, supernatural, shounen"
1654,40762,"action, police, vampire, fantasy"
1655,30455,"action, military, sci-fi, slice of life, school"
1656,40839,"comedy, romance, school, shounen"
1657,40716,"slice of life, comedy, shounen"
1658,40717,
1659,40750,"ecchi, fantasy"
1660,35213,"action, comedy, supernatural"
1661,40591,"comedy, psychological, romance, school, seinen"
1662,40748,"action, horror, demons, supernatural, school, shounen"
1663,40787,"slice of life, drama, romance"
1664,39534,"comedy, supernatural, school, shounen"
1665,39049,"comedy, supernatural"
1666,40530,"harem, drama, romance, school"
1667,38790,"action, sci-fi, adventure, comedy, fantasy"
1668,40010,"comedy, ecchi, fantasy"
1669,39988,"comedy, parody, fantasy"
1670,40359,"mystery, drama, romance"
1671,38476,"slice of life, comedy"
1672,40610,"action, magic, fantasy, shoujo"
1673,35252,"comedy, supernatural, romance, ecchi"
1674,39586,"comedy, shounen"
1675,40776,"comedy, drama, school, shounen, sports"
1676,38883,"comedy, sports, drama, school, shounen"
1677,40262,"comedy, sports, drama, school, shounen"
1678,38909,"fantasy, game"
1679,39938,"music, historical, fantasy"
1680,40372,"sports, shounen"
1681,40045,"adventure, kids"
1682,38830,"action, fantasy"
1683,39582,"mystery, historical"
1684,39531,"adventure, fantasy, seinen"
1685,36862,"sci-fi, adventure, mystery, drama, fantasy"
1686,40085,"slice of life, comedy"
1687,38006,"military, sci-fi, music, magic, ecchi"
1688,38256,"psychological, drama, magic, thriller"
1689,39585,"comedy, magic, shoujo"
1690,40397,"slice of life, comedy, supernatural, magic, fantasy, shounen"
1691,38910,"action, fantasy"
1692,40708,"comedy, romance, ecchi, fantasy"
1693,35362,"music, comedy, fantasy"
1694,39948,"action, comedy, mystery, shounen, supernatural"
1695,40483,"comedy, school"
1696,35335,"comedy, school, slice of life"
1697,38663,"action, sci-fi, drama"
1698,38577,mystery
1699,40738,"slice of life, drama"
1700,40425,"historical, kids, parody"
1701,39583,"sports, school"
1702,39609,"music, slice of life"
1703,40136,"comedy, historical, seinen, slice of life"
1704,40036,
1705,40331,"music, slice of life"
1706,40936,"comedy, romance, school"
1707,38555,"comedy, drama, romance, fantasy, school"
1708,40652,"historical, demons, supernatural"
1709,40055,"sci-fi, adventure, space"
1710,35737,"action, sci-fi, mystery, psychological, mecha, seinen"
1711,36925,"music, slice of life, sports"
1712,40858,"action, sci-fi, police, psychological"
1713,34348,"sci-fi, adventure"
1714,38992,"comedy, romance"
1715,40392,"drama, school, shounen, slice of life"
1716,39917,"action, historical, samurai"
1717,39761,"drama, shounen ai"
1718,40314,"comedy, drama, romance, shounen ai"
1719,40783,"action, adventure, fantasy"
1720,40506,"fantasy, game"
1721,39298,"action, comedy, shounen"
1722,40621,kids
1723,38474,"comedy, slice of life"
1724,29575,hentai
1725,39551,"comedy, fantasy"
1726,40730,"action, adventure, historical, supernatural, drama"
1727,25667,"harem, hentai"
1728,38252,hentai
1729,32667,hentai
1730,6893,hentai
1731,37815,hentai
1732,29261,hentai
1733,33231,hentai
1734,14991,"harem, hentai"
1735,18655,"hentai, romance"
1736,16474,hentai
1737,7748,"hentai, school, yuri"
1738,36225,hentai
1739,8634,"comedy, romance, yaoi"
1740,20801,"hentai, supernatural, school"
1741,9322,hentai
1742,36737,hentai
1743,2798,hentai
1744,10380,hentai
1745,3918,hentai
1746,39058,hentai
1747,38330,hentai
1748,5959,hentai
1749,37405,hentai
1750,21097,hentai
1751,21829,hentai
1752,36720,"harem, hentai, supernatural, fantasy"
1753,24641,hentai
1754,38866,hentai
1755,3559,hentai
1756,22429,"hentai, supernatural"
1757,32355,hentai
1758,34388,hentai
1759,15537,"harem, hentai"
1760,13221,"harem, hentai, demons, supernatural, fantasy"
1761,39530,hentai
1762,35581,hentai
1763,32587,hentai
1764,4502,hentai
1765,18691,hentai
1766,30614,hentai
1767,33981,hentai
1768,32423,hentai
1769,12143,hentai
1770,33322,hentai
1771,29083,hentai
1772,28157,hentai
1773,30702,hentai
1774,28779,"hentai, school, yuri"
1775,38708,hentai
1776,20377,hentai
1777,13595,hentai
1778,22347,"fantasy, hentai, supernatural, demons"
1779,6194,hentai
1780,20849,hentai
1781,36052,hentai
1782,2432,"hentai, school, yuri"
1783,10694,hentai
1784,16642,hentai
1785,29809,hentai
1786,3479,"action, demons, hentai, martial arts, supernatural"
1787,15291,"parody, yaoi"
1788,31117,hentai
1789,6892,hentai
1790,7178,hentai
1791,39299,hentai
1792,32405,hentai
1793,6531,hentai
1794,1408,hentai
1795,24987,hentai
1796,6686,hentai
1797,39068,hentai
1798,24851,"harem, hentai"
1799,31518,"harem, hentai, school"
1800,33514,hentai
1801,9761,"action, drama, yaoi"
1802,37699,hentai
1803,36895,hentai
1804,4027,"hentai, magic, super power"
1805,32267,hentai
1806,1042,"drama, music, romance, sports, yaoi"
1807,29915,hentai
1808,2896,hentai
1809,33993,hentai
1810,2955,hentai
1811,35592,hentai
1812,38798,hentai
1813,27909,hentai
1814,7712,hentai
1815,7266,hentai
1816,4057,"hentai, demons, fantasy"
1817,32195,hentai
1818,2943,"hentai, school"
1819,3048,"hentai, school"
1820,3239,"parody, fantasy, comedy, romance, hentai, drama, sci-fi, yuri"
1821,9009,hentai
1822,9778,hentai
1823,1781,hentai
1824,3427,"hentai, horror, supernatural"
1825,2357,hentai
1826,8290,hentai
1827,2430,hentai
1828,651,"comedy, romance, hentai"
1829,38036,hentai
1830,34659,"hentai, yaoi"
1831,10429,hentai
1832,2794,hentai
1833,3728,hentai
1834,22081,hentai
1835,3911,hentai
1836,35891,hentai
1837,1390,"hentai, music, yuri"
1838,3378,hentai
1839,4730,hentai
1840,3422,hentai
1841,3250,hentai
1842,28169,hentai
1843,1353,"adventure, fantasy, hentai, demons, horror"
1844,5565,hentai
1845,2956,hentai
1846,5614,hentai
1847,3922,"school, hentai"
1848,2439,hentai
1849,4824,hentai
1850,2380,hentai
1851,19523,hentai
1852,2788,"drama, hentai, romance, sci-fi"
1853,4852,hentai
1854,5173,hentai
1855,3569,"hentai, horror"
1856,11469,hentai
1857,2209,"action, martial arts, hentai"
1858,2588,hentai
1859,2721,"comedy, hentai"
1860,3920,hentai
1861,1404,hentai
1862,4868,hentai
1863,4340,"adventure, comedy, harem, hentai"
1864,4558,"hentai, historical"
1865,2444,hentai
1866,16476,hentai
1867,4378,hentai
1868,10552,hentai
1869,4799,hentai
1870,3982,hentai
1871,3334,hentai
1872,692,"harem, hentai, romance"
1873,2007,hentai
1874,3439,hentai
1875,4355,hentai
